,Mission_ID,Mission_Date,Theater_of_Operations,Country,Aircraft_Series,Takeoff_Base,Takeoff_Location,Takeoff_Latitude,Takeoff_Longitude,Target_Country,Target_City,Target_Latitude,Target_Longitude,Altitude,High Explosives,High Explosives Type,High_Explosives_Weight_LBS,High_Explosives_Weight_Tons,Incendiary Devices,Incendiary Devices Type,Incendiary_Devices_Weight_LBS,Incendiary_Devices_Weight_Tons,Fragmentation Devices,Fragmentation Devices Type,Fragmentation_Devices_Weight_LBS,Fragmentation_Devices_Weight_Tons,Total_Weight_LBS,Total_Weight_Tons
126869,127330,8/15/1942,EAST AFRICA,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,,SHIP  AT SEA,34.87,22.5,,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,3.0
126889,127350,8/15/1942,MTO,USA,B24,RAMAT DAVID,PALESTINE,32.666603,35.183325,ITALY,CONVOY - STRIKES,35.0,19.5,0.0,,,,0.0,,,,0.0,,,,0.0,,16.5
126891,127352,8/16/1942,MTO,USA,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,MERSA MATRUH,31.33,27.2,120.0,40.0,500 LB GP (GP-M43/M64),,10.0,,,,0.0,,,,0.0,,10.0
126896,127357,8/16/1942,MTO,GREAT BRITAIN,LIB,MALTA,MALTA,35.8596,14.4792,SICILY,CATANIA,37.47,15.06,120.0,,250 LB GP (GP-M57),,,,,,0.0,,,,0.0,,1.0
127248,127709,8/19/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,LIBYA,10K TON SHIP 7 MI NE OF TOBRUK HARBOR ENTRANCE,32.17,24.04,135.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,6.0
127265,127726,8/21/1942,EAST AFRICA,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,,SHIP CONVOY AT SEA,33.87,24.62,50.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,6.0
127266,127727,8/21/1942,MTO,USA,B24,RAMAT DAVID,PALESTINE,32.666603,35.183325,ITALY,CONVOY - STRIKES,34.0,22.5,0.0,,,,0.0,,,,0.0,,,,0.0,,25.0
127267,127728,8/22/1942,MTO,USA,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,LIBYA,TOBRUK,32.04,23.95,127.0,54.0,500 LB GP (GP-M43/M64),,13.5,,,,0.0,,,,0.0,,13.5
127306,127767,8/25/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,GREECE,CORINTH CANAL,37.95,22.96,40.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,12.0
127309,127770,8/25/1942,MTO,USA,B24,RAMAT DAVID,PALESTINE,32.666603,35.183325,GREECE,CORINTH CANAL,37.95,22.96,0.0,,,,0.0,,,,0.0,,,,0.0,,7.5
127356,127817,6/6/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,GREECE,ROAD JUNCTION E OF ORVIETO,45.63,13.08,,,,,,,,,0.0,,,,0.0,,38.25
127388,127849,6/6/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,ROAD JUNCTION - VITERBO,45.43,12.33,,,,,,,,,0.0,,,,0.0,,48.25
127408,127869,6/7/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,MONTE FIASCONE,42.53,12.05,,42.0,500 LB GP (GP-M43/M64),,10.5,,,,,,,,,,10.5
127421,127882,6/7/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,46 00 N 010 20 E,46.0,10.33,,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
127665,128126,8/28/1942,MTO,USA,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,EL DABA AIRDROME,31.03,28.47,85.0,104.0,250 LB GP (GP-M57),,13.0,,,,0.0,,,,0.0,,13.0
127666,128127,8/9/1942,CBI,USA,B25,KUNMING,CHINA,24.992222,102.74333299999999,FRENCH INDO CHINA,HOANG SU PHI,22.75,104.666667,,32.0,100 LB GP (GP-M30),7040,3.52,,,,0.0,40.0,17 KG CHINESE,1496.0,0.748,8536.0,4.268
127667,128128,7/3/1942,CBI,USA,B25,KUNMING,CHINA,24.992222,102.74333299999999,FRENCH INDO CHINA,"""PHU LO DISTRICT, HANOI""",21.195104999999998,105.845445,,32.0,100 LB GP (GP-M30),7040,3.52,,,,0.0,40.0,17 KG CHINESE,1496.0,0.748,8536.0,4.268
127725,128186,8/31/1942,MTO,USA,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,LG 20 / LG 104,31.07,28.3,83.0,112.0,250 LB GP (GP-M57),,14.0,,,,0.0,,,,0.0,,14.0
127728,128189,8/31/1942,MTO,USA,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,ALAM-EL HAIFA RIDGE,30.5,28.83,85.0,,250 LB GP (GP-M57),,5.0,,,,0.0,,,,0.0,,5.0
127940,128401,9/1/1942,MTO,USA,B24,LYDDA,PALESTINE,32.009444,34.882778,CRETE,CONVOY/CANDIA HARBOR,35.19,25.72,205.0,45.0,1000 LB GP (GP-M44/M65),,22.5,,,,0.0,,,,0.0,,22.5
127941,128402,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.57,28.99,75.0,24.0,250 LB GP (GP-M57),,3.0,,,,0.0,,,,0.0,,3.0
127942,128403,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.51,29.09,70.0,24.0,250 LB GP (GP-M57),,3.0,,,,0.0,,,,0.0,,3.0
127944,128405,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.49,28.88,80.0,18.0,250 LB GP (GP-M57),,2.25,,,,0.0,,,,0.0,,2.25
127945,128406,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.48,29.0,85.0,12.0,500 LB GP (GP-M43/M64),,3.0,,,,0.0,,,,0.0,,3.0
127946,128407,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.45,29.02,83.0,12.0,500 LB GP (GP-M43/M64),,3.0,,,,0.0,,,,0.0,,3.0
127947,128408,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.45,28.97,83.0,12.0,250 LB GP (GP-M57),,1.5,,,,0.0,,,,0.0,,1.5
127948,128409,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.47,29.04,83.0,12.0,250 LB GP (GP-M57),,1.5,,,,0.0,,,,0.0,,1.5
127951,128412,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.52,28.88,95.0,6.0,500 LB GP (GP-M43/M64),,1.5,,,,0.0,,,,0.0,,1.5
127952,128413,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.56,28.93,80.0,6.0,500 LB GP (GP-M43/M64),,1.5,,,,0.0,,,,0.0,,1.5
127953,128414,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.49,28.94,95.0,6.0,250 LB GP (GP-M57),,0.75,,,,0.0,,,,0.0,,0.75
127954,128415,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.43,29.0,95.0,6.0,250 LB GP (GP-M57),,0.75,,,,0.0,,,,0.0,,0.75
127955,128416,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.56,29.07,95.0,6.0,250 LB GP (GP-M57),,0.75,,,,0.0,,,,0.0,,0.75
127956,128417,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.49,29.09,95.0,6.0,250 LB GP (GP-M57),,0.75,,,,0.0,,,,0.0,,0.75
127960,128421,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.59,29.14,95.0,,250 LB GP (GP-M57),,5.0,,,,0.0,,,,0.0,,5.0
127961,128422,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.48,28.97,85.0,,250 LB GP (GP-M57),,4.5,,,,0.0,,,,0.0,,4.5
127962,128423,9/1/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.52,28.92,83.0,,250 LB GP (GP-M57),,4.5,,,,0.0,,,,0.0,,4.5
128012,128473,9/3/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,KATHA,24.183332999999998,96.35,1000.0,12.0,100 LB GP (GP-M30),1200,0.6,,,,0.0,,,,0.0,1200.0,0.6
128025,128486,9/4/1942,MTO,USA,B25,LG 99,EGYPT,30.41666667,32.33333333,EGYPT,ALAM-EL HAIFA RIDGE,30.56,28.92,83.0,6.0,500 LB GP (GP-M43/M64),,1.5,,,,0.0,,,,0.0,,1.5
128026,128487,9/4/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.51,28.84,72.03,6.0,500 LB GP (GP-M43/M64),,1.5,,,,0.0,,,,0.0,,1.5
128028,128489,9/4/1942,MTO,USA,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.55,28.91,80.0,,250 LB GP (GP-M57),,4.5,,,,0.0,,,,0.0,,4.5
128409,128870,9/7/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,CRETE,CONVOY SW OF CRETE,34.7,22.63,100.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,15.0
128616,129077,6/7/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,GREECE,ROAD JUNCTION E OF ORVIETO,41.63,13.37,,,,,,,,,0.0,,,,0.0,,50.25
128622,129083,6/7/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,CASTIGLIONE,42.45,11.13,,,,,,,,,0.0,,,,0.0,,2.25
128791,129252,9/11/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,10 MI N OF KATHA,24.311,96.35,,4.0,500 LB GP (GP-M43/M64),2000,1.0,,,,0.0,,,,0.0,2000.0,1.0
128828,129289,9/14/1942,MTO,USA,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,LG 101,31.1,27.52,85.0,30.0,500 LB GP (GP-M43/M64),,7.5,,,,0.0,,,,0.0,,7.5
128942,129403,6/8/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,VALENTANO,42.57,11.82,,35.0,500 LB GP (GP-M43/M64),,8.75,,,,,,,,,,8.75
128951,129412,6/8/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,PITIGLIANO,42.63,11.67,,14.0,500 LB GP (GP-M43/M64),,3.5,,,,,,,,,,3.5
128963,129424,6/8/1944,MTO,USA,A36,LA BANCA AIRFIELD,ITALY,41.253197,14.505806,ITALY,46 20 N 010 20 E,46.33,10.33,,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
129055,129516,9/16/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,KALEWA/ CHINDWIN VALLEY,23.2,94.3,,8.0,100 LB GP (GP-M30),800,0.4,,,,0.0,10.0,20 LB FRAG,200.0,0.1,1000.0,0.5
129059,129520,9/16/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,LIBYA,BENGHAZI,32.11,20.05,110.0,0.0,500 LB GP (GP-M43/M64),,,,,,0.0,,,,0.0,,10.5
129100,129561,9/17/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,SW BHAMO,24.25,97.23333333,,4.0,500 LB GP (GP-M43/M64),2000,1.0,,,,0.0,,,,0.0,2000.0,1.0
129102,129563,9/17/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,NAMKHAN/KATHA,24.171254,96.346992,,,,,,,,,,10.0,20 LB FRAG,,200.0,200.0,0.1
129446,129907,9/22/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,LIBYA,BENGHAZI SHIPPING,32.15,20.07,80.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,31.5
129490,129951,9/25/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,LIBYA,TOBRUK,32.08,23.98,60.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,23.0
129507,129968,9/28/1942,CBI,USA,B25,YUNNANYI,CHINA,25.445556,100.73472199999999,CHINA,TENGCHUNG (YUNNAN),24.5,101.5,,8.0,100 LB GP (GP-M30),1760,0.88,,,,0.0,10.0,17 KG CHINESE,374.0,0.187,2134.0,1.067
129511,129972,9/27/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,LIBYA,BENGHAZI SHIPPING,32.3,25.1,120.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,21.0
129525,129986,9/29/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,LIBYA,TOBRUK SHIPPING,32.04,23.95,115.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,29.5
129528,129989,9/29/1942,MTO,USA,B24,RAMAT DAVID,PALESTINE,32.666603,35.183325,CRETE,CRETE,35.19,25.72,0.0,,,,0.0,,,,0.0,,,,0.0,,20.0
129538,129999,10/1/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,KATHA,24.183332999999998,96.346992,,10.0,100 LB GP (GP-M30),1000,0.5,,,,0.0,,,,0.0,1000.0,0.5
129823,130284,6/9/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,S LORENZO,44.38,11.23,,31.0,500 LB GP (GP-M43/M64),,7.75,,,,,,,,,,7.75
129841,130302,10/1/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,LIBYA,CONVOY N OF DERNA,33.82,23.6,90.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,16.5
129890,130351,10/3/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,TINGKA (TINGKAW),24.583333,97.233333,,2.0,500 LB GP (GP-M43/M64),1000,0.5,,,,0.0,,,,0.0,1000.0,0.5
129891,130352,10/3/1942,MTO,USA,B24,RAMAT DAVID,PALESTINE,32.666603,35.183325,GREECE,NAVARINO BAY,36.9,21.68,0.0,,,,0.0,,,,0.0,,,,0.0,,40.0
129920,130381,10/6/1942,MTO,USA,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BARDIA DOCKS,31.75,25.09,230.0,5.0,1000 LB GP (GP-M44/M65),,2.5,,,,0.0,,,,0.0,,2.5
129921,130382,10/6/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,CRETE,CONVOY SW OF CRETE,34.67,22.67,70.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,12.0
129961,130422,12/19/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,SARAJEVO W M/Y,43.87,18.3,,,,,,,,,0.0,,,,0.0,,39.0
130241,130702,10/7/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,MOHNYIN,24.78333333,96.36666667,,4.0,300 LB GP (GP-31),1200,0.6,,,,0.0,,,,0.0,1200.0,0.6
130242,130703,10/7/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,NAMMA,24.86666667,96.45,,1.0,300 LB GP (GP-31),300,0.15,,,,,,,,,300.0,0.15
130243,130704,10/7/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,MOGAUNG,25.30849,96.940701,,1.0,300 LB GP (GP-31),300,0.15,,,,,,,,,300.0,0.15
130245,130706,10/7/1942,MTO,USA,B24,RAMAT DAVID,PALESTINE,32.666603,35.183325,CRETE,SUDA BAY,35.49,24.07,0.0,,,,0.0,,,,0.0,,,,0.0,,17.5
130256,130717,10/9/1942,MTO,USA,B25,LG 99,EGYPT,30.41666667,32.33333333,EGYPT,LG 21 / LG 104,30.98,28.28,100.0,124.0,250 LB GP (GP-M57),,15.5,,,,0.0,,,,0.0,,15.5
130286,130747,10/1/1942,CBI,USA,B25,HENYANG,CHINA,26.905278,112.627778,CHINA,WANLING (WANTLING?),28.366667,121.36666699999999,,8.0,100 LB GP (GP-M30),1760,0.88,,,,0.0,,,,0.0,1760.0,0.88
130294,130755,10/11/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,CRETE,SUDA BAY FUEL INSTALLATION,35.29,24.04,110.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,3.0
130295,130756,10/11/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,CRETE,LIT RUNWAY HERAKLION,35.48,29.15,100.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,3.0
130395,130856,12/20/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,YUGOSLAVIA,BABAJEK ROAD BRIDGE,44.84,17.59,,,,,,,,,0.0,,,,0.0,,2.25
130398,130859,12/20/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,YUGOSLAVIA,ROADS - MOJKOVAC TO KLOPAT,42.56,19.38,,,,,,,,,0.0,,,,0.0,,6.75
130565,131026,6/9/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,TRIESTE OIL REFINERY,41.27,13.25,,,,,,,,,0.0,,,,0.0,,123.25
130587,131048,6/10/1944,MTO,USA,A36,LA BANCA AIRFIELD,ITALY,41.253197,14.505806,ITALY,COSENZA,39.27,16.25,,34.0,500 LB GP (GP-M43/M64),,8.5,,,,,,,,,,8.5
130606,131067,6/10/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,AQUAPENDENTE,42.73,11.87,,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
130607,131068,6/10/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,ARCIDOSSO,42.87,11.53,,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
130666,131127,10/15/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,LASHIO,22.90164,95.678936,,,,,,,,,,,,,,,
130672,131133,10/16/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,EGYPT,MERSA MATRUH,31.33,27.2,140.0,0.0,1000 LB GP (GP-M44/M65),,,,,,0.0,,,,0.0,,10.0
130699,131160,10/19/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,LG 21 / LG 104,31.07,28.3,85.0,,250 LB GP (GP-M57),,10.875,,,,0.0,,,,0.0,,10.875
130729,131190,10/21/1942,CBI,USA,B24,FUNGWANSHAN (CHENGTU),CHINA,30.529167,104.064722,CHINA,LINSI MINE INSTALLATION,39.7,118.433333,14000.0,,,,,,,,,,,,,,
130733,131194,10/22/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,EL DABA FRONT LINES,31.0,28.65,90.0,8.0,250 LB GP (GP-M57),,1.0,,,,0.0,,,,0.0,,1.0
130735,131196,10/22/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,EL DABA FRONT LINES,30.75,28.68,102.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
130736,131197,10/22/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,MT CONCENTRATION,30.8,28.62,94.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
130737,131198,10/22/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,MT AND TENT AREA,30.95,28.58,90.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
130738,131199,10/22/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,EL DABA FRONT LINES,30.78,28.65,90.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
130814,131275,12/21/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,YUGOSLAVIA,MAJKOVAC ROAD BRIDGE,45.91,17.53,,,,,,,,,0.0,,,,0.0,,17.5
130815,131276,12/21/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,YUGOSLAVIA,MT ON ROAD MATESAVO-MAJKOVEC-BIJELE POLJE,42.76,19.55,,,,,,,,,0.0,,,,0.0,,58.0
131040,131501,10/22/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,EL DABA FRONT LINES,30.84,28.67,87.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
131041,131502,10/22/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,LG 104,31.03,28.27,85.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
131043,131504,10/22/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,EL DABA FRONT LINES,30.81,28.65,80.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
131044,131505,10/22/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,EL DABA FRONT LINES,30.98,28.69,80.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
131045,131506,10/22/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,EL DABA COMM NERVE CENTER  (GRID 86783003),30.89,28.76,68.0,,250 LB GP (GP-M57),,4.375,,,,0.0,,,,0.0,,4.375
131113,131574,10/25/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,EL DABA FRONT LINES 866-285,30.75,28.73,75.0,240.0,250 LB GP (GP-M57),,30.0,,,,0.0,,,,0.0,,30.0
131120,131581,10/25/1942,CBI,USA,B25,KWEILIN,CHINA,25.218056,110.03916699999999,CHINA,HONG KONG,22.316667000000002,114.183333,130.0,,500 LB GP (GP-M43/M64),18000,9.0,,,,0.0,60.0,17 KG CHINESE,2244.0,1.122,20244.0,10.122
131121,131582,10/25/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,EL DABA FRONT LINES 855299,30.88,28.62,82.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
131124,131585,10/25/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,EL DABA FRONT LINES 873-289,30.75,28.8,75.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
131129,131590,10/26/1942,MTO,USA,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,CONVOY OR TOBRUK,32.25,23.95,140.0,9.0,500 LB GP (GP-M43/M64),,2.25,,,,0.0,,,,0.0,,2.25
131130,131591,10/26/1942,MTO,USA,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,CONVOY,34.0,22.5,0.0,8.0,1000 LB GP (GP-M44/M65),,4.0,,,,0.0,,,,0.0,,4.0
131136,131597,10/26/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,"""W OF KIDNEY RIDGE, EL ALAMEIN 852299""",30.88,28.69,70.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
131137,131598,10/26/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,"""W OF KIDNEY RIDGE, EL ALAMEIN 862297""",30.86,28.69,60.0,,250 LB GP (GP-M57),,5.0,,,,0.0,,,,0.0,,5.0
131138,131599,10/26/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,"""W OF KIDNEY RIDGE, EL ALAMEIN 865-297""",30.86,28.72,0.0,,250 LB GP (GP-M57),,5.0,,,,0.0,,,,0.0,,5.0
131442,131903,10/27/1942,CBI,USA,B24,KUNMING,CHINA,24.992222,102.74333299999999,BURMA,MYITKYINA,25.383611,97.351667,,16.0,500 LB GP (GP-M43/M64),8000,4.0,,,,0.0,,,,0.0,8000.0,4.0
131448,131909,10/27/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,MERSA MATRUH /  LG 104,31.33,27.2,80.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
131450,131911,10/27/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,FRONT LINES 863-297,30.86,28.71,75.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
131451,131912,10/27/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,FRONT LINES EAST OF 857-297,30.87,28.64,80.0,,250 LB GP (GP-M57),,5.0,,,,0.0,,,,0.0,,5.0
131456,131917,10/27/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,,31.36,27.23,140.0,,250 LB GP (GP-M57),,4.0,,,,0.0,,,,0.0,,4.0
131459,131920,10/28/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,LG 20 / FRONT LINES 864-294,30.83,28.72,75.0,260.0,250 LB GP (GP-M57),,32.5,,,,0.0,,,,0.0,,32.5
131472,131933,10/29/1942,CBI,USA,B24,DUM DUM/CALCUTTA,INDIA,22.654722,88.446667,BURMA,AKYAB,20.15,92.9,,27.0,300 LB GP (GP-31),8100,4.05,170.0,10 LB INCENDIARY,680.0,0.34,,,,0.0,8780.0,4.39
131475,131936,10/29/1942,MTO,USA,B25,LG 88,EGYPT,30.98472222,29.85138889,EGYPT,GERMAN FORCES RETREATING FROM EL ALAMEIN 8675-3075,30.89,28.7,73.0,,250 LB GP (GP-M57),,12.0,,,,0.0,,,,0.0,,12.0
